Date_time,city,state/province,country,UFO_shape,length_of_encounter_seconds,described_duration_of_encounter,description,date_documented,latitude,longitude
8/21/2008 15:26,santa caterina di pittinuri (italy),,,oval,60.0,1 min ?,Very fast object captured by camera while taking panoramic images.  ((NUFORC Note:  No photo sent&#44 we believe.  PD)),10/31/2008,40.10738,8.491163
2/18/2014 08:15,toney,al,us,disk,1500,25 minutes,((HOAX??))  I was a ufo house size ship that was on the tree line in my neighborhood when it was flashing this beam of light.,2/21/2014,34.8980556,-86.7336111
08/07/2002 22:10,tukwila,wa,us,light,4.0,3-4 seconds,Sea-Tac  Washington&#44  solid red and orange object streaks across sky,8/16/2002,47.4741667,-122.2597222
12/04/2001 19:00,santa ana/garden grove,ca,,oval,60,less than a minute,Lighted Blimp south of Disney Land,12/05/2001,33.777372,-117.857842
3/31/2004 19:00,sand springs,ok,us,circle,5,5 seconds,Mushroom shaped light flashed and  lit up white disc&#44 then the light sucked back up into the sky.,4/27/2004,36.1397222,-96.1086111
8/28/2004 18:30,piscataquis county,me,,circle,30.0,10-30 seconds,Well&#44 I was watching TV&#44 when I looked out my window (which is somewhat of a bay window) and saw a lowflying circular metallic object m,09/01/2004,45.704986,-69.337507
02/12/2009 08:15,irvine,ca,us,diamond,300,5 minutes,3 diamond shaped light configurations in the northwest corner of the sky towards Newport Beach&#44 CA,3/19/2009,33.6694444,-117.8222222
12/31/2010 21:00,alpine,ut,us,flash,600,10 minutes,While walking up Alpine Cemetery to go sledding&#44 a group of us saw a flashing light in the sky&#44 the light started to dim and then quic,01/05/2011,40.4533333,-111.7772222
1/16/2014 23:00,miami,fl,us,other,30,0.3,Red round light&#44 southeast of Kendall&#44 saw it for 30 seconds it just vanish in front of My eyes&#44 at 11:07 pm&#44 for sure not an airplane&#44,1/24/2014,25.7738889,-80.1938889
02/04/1999 22:13,st. louis,mo,us,unknown,20,10-20 seconds,Saw brief glow of light in northern sky. Light change color from soft blue to deep red. Saw it in at most three places,5/24/1999,38.6272222,-90.1977778
12/11/2005 18:00,san francisco,ca,us,fireball,40,40.00 sec,flew like no other&#44 a fireball in the sky u can say..,03/11/2006,37.775,-122.4183333
07/11/2002 21:30,easton,mi,us,circle,180,2.5-3.0 min,On 7/11/02 at 21.30 hours a white flashing light with a ring of red lights was seen over Easton Ma.,7/26/2002,43.1138889,-84.0883333
06/12/2010 00:00,rochester,ny,us,triangle,1200,20 mins,red white and blue lights forming a triangle,6/23/2010,43.1547222,-77.6158333
3/31/1997 21:00,juneau,ak,us,light,7200,approx  2hrs,A friend and I saw a strange low altitudebright object flashing orange and greenrotating colors on Easter night in Juneau&#44Alaska. When,03/07/1998,58.3019444,-134.4197222
8/18/2004 23:00,cairo,ny,us,circle,300.0,5 min,UNIDENTIFIED FLYING OBJECT,8/24/2004,42.2988889,-73.9988889
3/15/2003 16:17,ellesmere port (uk/england),,gb,sphere,60,1 minute,Observed a bright round object which appeared to be the size of a football. The object was much lower than the passenger aeroplane whic,3/21/2003,53.283333,-2.9
08/04/2008 21:45,westchester county,ny,us,light,180.0,2 or 3 min,Reddish white light moving SSE across sky.  ((NUFORC Note:  Anonymous source does not indicate location of sighting.  PD)),08/12/2008,40.8472222,-73.8552778
08/12/2011 20:30,westport,ma,,fireball,300,5 minutes,orange ball of fire,8/21/2011,41.638889,-71.05
5/14/2010 21:35,cedar city,ut,us,light,120,2min,stead single white dot heading southeast then rose straight up and vanished,06/03/2010,37.6775,-113.0611111
4/26/2010 19:45,laguna hills,ca,us,fireball,180,3 minutes,Pulsating orb appears over houses and draws police attention.,05/12/2010,33.6125,-117.7119444
9/28/2001 02:30,davison,mi,us,cigar,300.0,5 min,Davison Michigan&#39s Cigars shaped space craft,10/12/2001,43.0347222,-83.5180556
1/28/2005 07:45,victoria (canada),bc,ca,light,60,1 minute,bright light disappears with no trace,02/08/2005,46.216667,-63.483333
08/05/1999 23:20,tomah,wi,us,other,20.0,20seconds,The object was a distorted mass of some sort that moved in a northwest direction across the sky&#44not real fast but not slow either.,08/10/1999,43.9786111,-90.5038889
11/28/2006 20:00,sylvania,ga,us,oval,2700,45 min.,Symetrical horizontal lights fading in and out to the left and right in sequence&#44 then up down and all around&#33,12/07/2006,32.7502778,-81.6369444
04/11/2003 19:16,corona,ca,us,cylinder,120,2 minutes,Caught on video&#44 another object in the sky,05/09/2003,33.8752778,-117.5655556
08/03/2010 14:00,boston,ma,us,changing,600.0,10 minutes,Changes shape and flashing lights- one dark window- blue beam came down- picked up something  5,8/24/2010,42.3583333,-71.0602778
11/30/2003 00:00,siren,wi,us,oval,3600,1 hour,object was spoted two nights in a rowe south-east of siren wis.change shape&#44move from side to side and up and down fast.,12/09/2003,45.7858333,-92.3808333
09/12/2009 22:53,encino,ca,us,triangle,120.0,2 minutes each,Blue and red triangular craft spotted; red disc spotted soon after,12/12/2009,34.1591667,-118.5002778
12/06/2005 19:30,mount vernon,wa,us,unknown,120,2 minutes,Dark object with three lights on the bottom arranged in a triangle,12/16/2005,48.4213889,-122.3327778
10/07/1982 23:00,new haven,ct,us,triangle,600,10 minutes,I&#44 and another individual&#44 observed a triangular-shaped&#44 multi-colored&#44 silent object slowly traverse the night sky of New Haven&#44 Conn.,05/11/2005,41.3080556,-72.9286111
6/24/2011 21:00,welland (canada),on,ca,sphere,3,3 sec,round dim light size of a o on a keyboard floating fast accross the sky,6/27/2011,42.983333,-79.25
10/07/2013 20:00,oklahoma,ok,,circle,10526400,4 months,Bright flying orb.,10/14/2013,35.46756,-97.516428
02/10/2003 10:00,madras,or,us,sphere,180,3 min.,Spherical metallic object seen about 7 miles NE of Madras&#44 OR,02/12/2004,44.6336111,-121.1283333
11/19/2003 20:30,farisita,co,us,light,3600,1 hour,Like stars&#44 but moving in different directions&#44 then disappear.,1/17/2004,37.7447222,-105.0708333
01/10/2010 20:00,butler,mo,us,chevron,120,1-2 minutes,((HOAX??))  I was heading driving to the store when I seen a red and yellow lighted craft in the air flying 1000 ft or less strobing.,2/14/2010,38.2538,-94.3356
11/06/2008 19:15,burleson,tx,us,unknown,1200,about 20 min,strange lights in sky.  ((NUFORC Note:  Stars or planets??  PD)),01/10/2009,32.5419444,-97.3205556
09/12/2000 23:30,windsor (canada),on,ca,cigar,120.0,2 minutes,September 12&#44 2000 - 11:30 pm - Windsor&#44 Ontario&#44 Canada - glowing cigar-shaped craft spotted over Casino Windsor/Detroit River,12/02/2000,45.583333,-72.0
7/17/2013 01:30,south gate,ca,us,circle,60,1 minutes,Yellow orange hue sphere seen over Los Angeles city &#44pass midnight.,7/22/2013,33.9547222,-118.2111111
6/23/2005 00:49,leicester,nc,us,fireball,2,1to 2 seconds,it was a fast moving fireball  with no tail or trail &#44moving from west to east near asheville nc,07/05/2005,35.655,-82.6963889
8/15/1975 22:00,fildale,va,,triangle,3600.0,1 hour,Multiple &#44Three color&#44 Triangular objects at high altitude and high speed I have seen twice 30 yrs apart.,10/30/2006,36.700137,-79.938652
9/17/2003 20:30,atlanta,ga,us,egg,6.0,3-6 seconds,Floating&#44 silent panel of lights,9/24/2003,33.7488889,-84.3880556
12/12/2013 18:25,henderson,co,us,sphere,240,4 minutes,Bright lights in triangle formation stationary in the sky,12/23/2013,39.9205556,-104.8652778
9/25/1998 23:00,eskasoni (canada),ns,,light,5.0,5 seconds,Blue Light rockets up into space,2/14/2006,45.948514,-60.601152
07/02/2001 20:10,victoria (canada),bc,ca,sphere,5,5 sec.,white&#44hazy&#44circular&#44looked too large and fast to be a satelite&#44appeared indistinct even through binocculars,08/05/2001,46.216667,-63.483333
9/24/2013 07:07,columbus,oh,us,other,300.0,5 minutes,Object sighted - Columbus&#44 OH 09/24/2013 7:07? &#8211; 7:12 am.Location: Columbus&#44 OH. North end east of  I71 and west? of Westerville ro,9/30/2013,39.9611111,-82.9988889
12/23/2005 19:00,morehead,ky,us,circle,600,10 minutes,Strange light seen west of Morehead&#44 Kentucky on December 23&#44 2005.,2/14/2006,38.1838889,-83.4327778
5/30/2008 23:30,bemidji,mn,us,other,180,2-3 minutes,Bright white light viewed in Hubbard county going faster then satellite&#39s,06/12/2008,47.4736111,-94.88
7/17/2003 02:00,sandpoint,id,us,other,18000,5 hours,Object on orbital path around the moon.,7/23/2003,48.2766667,-116.5522222
08/10/2001 05:00,plattsburgh,ny,us,unknown,90,90 seconds,Mysterous object sighted in sky.,08/12/2001,44.6994444,-73.4533333
07/11/2011 21:10,boyne city (rural),mi,us,fireball,240,3-4 minutes,GIANT floating &#39candle light&#39 moved across sky above Boyne City Michigan around 9pm at night.,08/07/2011,45.2166667,-85.0138889
05/08/2013 21:47,onaway,mi,us,triangle,60,~1 minute,Saw two jets in pursuit of craft or crafts.,1/30/2014,45.3575,-84.2238889
7/21/2008 21:21,gridley,ca,us,formation,240,3-4 min,Silent Lights,08/12/2008,39.3638889,-121.6925
03/03/2005 21:30,holland,mi,us,sphere,60,1 minute,Planet-like spherical light in area where no planets should have been,4/16/2005,42.7875,-86.1088889
10/02/2010 21:00,severn/glen burnie (bwi area),md,,triangle,60,1 minute,Triangular shaped craft seen hovering near a highway. Large and did not move.,11/21/2010,39.123684,-76.43317
02/05/2001 11:00,fort lauderdale,fl,us,triangle,20,20 sec.,Small triangular objects seen near i-595 in fort lauderdale floating.,2/18/2001,26.1219444,-80.1436111
6/17/2002 23:57,paradise,ca,us,formation,240,4 minutes,There were three steady star blue lights in a triangular formation traveling from north to south before midnight,07/01/2002,39.7597222,-121.6208333
3/15/2001 03:30,oslo (norway),,,light,420,7min.,First i thouhgt this was a sattelite&#44because it was moving and looking just like one until it zic-zaced four five times&#44 and broke its,10/12/2001,59.913869,10.752245
07/04/2007 23:34,fort knox,ky,,triangle,30,30 seconds to about one m,Black Triangle sighted over my house in Fort Knox during Fourth of July&#33&#33&#33,08/07/2007,37.916104,-85.956247
3/23/2009 21:00,fairfield,ct,us,unknown,2700,45 min.,After seeing aircraft fly over head it or another hovered in sky for 20 minutes with multicolored lights.  ((NUFORC Note:  Star??  PD)),4/14/2009,41.1411111,-73.2641667
1/30/2013 20:50,kissimmee,fl,us,triangle,300,3-5 minutes,We saw a Orange triangle shaped flying towards us then flew  off.  ((NUFORC Note:  Cape Canaveral missile launch.  PD)),02/04/2013,28.2916667,-81.4077778
10/13/2010 20:40,grandview,mo,us,chevron,60,1 minute,V-Shaped aircraft moving slow and low. 5 glowing lights underneath. No cockpit&#44 or fusilage,05/12/2011,38.8858333,-94.5327778
08/01/2009 04:00,chicago,il,us,unknown,2,2 sec,UFO seen in Chicago.,08/05/2009,41.85,-87.65
01/08/1976 20:00,nashville,tn,us,triangle,2,seconds,1976  bronze triangle seen in nashville&#44 tn,4/27/2004,36.1658333,-86.7844444
8/15/2009 22:20,poole (uk/england),,gb,unknown,120.0,2 min,two amber/orange lights Poole Quay UK,8/27/2009,50.716667,-2.0
4/17/1999 22:30,parkersburg (just outside of&#44 on route 50 east),wv,us,triangle,180,3 min.,It was hovering in one spot about 100 ft off the ground&#44 it was triangled with the brightest white lights I have ever saw&#44 when the spa,5/24/1999,39.2666667,-81.5616667
12/15/2012 03:13,darwen (uk/england),,gb,light,1,split second,A trail of light that spiralled extremely quickly ruling out comet&#44 meteor etc.,12/20/2012,53.7,-2.466667
02/11/2011 13:25,round rock,tx,us,sphere,300,5 minutes,White Circular UFO,2/18/2011,30.5080556,-97.6786111
9/23/2012 22:00,riverbank,ca,us,triangle,4.0,4 seconds,Elongated Triangle traveling at a high speed&#44 Southbound over Riverbank CA.,9/24/2012,37.7361111,-120.9344444
06/03/2004 07:50,whitby (canada),on,ca,disk,10,10 seconds,Saw the craft flying horizontally&#44 it then climbed and disapeared.,06/04/2004,43.866667,-78.933333
12/17/2011 19:50,fluvanna county (off rt 15),va,,oval,3,2 to 3 sec,Driving from Richmond to Lake Monticello&#44 1/4 mile from intersection of rt 15 and rt 616 on riight&#44 I onserved the following:  bright m,01/12/2012,37.853286,-78.247615
7/21/1987 11:00,gypsum,co,us,oval,300,5 minutes,UFO near Gypsum and Eagle Colorado around 1987 - strange oval object hovers and speeds away,01/10/2014,39.6469444,-106.9511111
12/01/2008 19:00,brawley,ca,us,changing,600,10 min,3 small ships moved into clockwise and then counter clockwise,01/10/2009,32.9786111,-115.5294444
7/14/1999 01:35,springfield,ma,us,light,180,2-3 min.,2 bright white strobes. 1 behind other. medium/low alt. slow/medium speed. 10 deg. down from zenith. curved course NW to NE. totally si,7/14/1999,42.1013889,-72.5902778
2/24/1999 05:20,chicago,il,us,fireball,3,2-3 seconds,Looking to the NNE at 5:20 A.M. I perchanced to see a fluorescent green fire fireball&#44 about the size of a dime at arm&#39s length.  Trail,04/02/1999,41.85,-87.65
8/20/1976 20:00,kissimmee,fl,us,disk,900.0,15 mins,Vi junto con mis abuelos y mi hermana&#44 un UFO muy grande&#44 claro y n&iacute;tido&#44 como a 100 metros de nosotros y a una altura de 30 metros apr,4/14/2009,28.2916667,-81.4077778
06/04/1967 20:30,decatur,al,us,light,180,2-3 minutes,Strange light shivered across sky&#44 stopped overhead&#44 tried to land&#44 stopped&#44 and then took off out of sight in 2 seconds.,4/18/2012,34.6058333,-86.9833333
07/11/2007 02:30,seattle,wa,us,light,1,<1 second,Bright lights blinked once and went off above the houses,08/07/2007,47.6063889,-122.3308333
12/10/2012 20:00,loris,sc,us,light,60,1 minute,3 bright lights - triangular formation.,12/20/2012,34.0561111,-78.8905556
07/06/2013 22:45,hiram,ga,us,sphere,120,2 minutes,On a very cloudy night&#44 one orb of red light was seen stationary stationary for a for a minute&#44 then moved off slowly in a NW direction,7/14/2013,33.8755556,-84.7622222
8/19/2011 22:02,yuba city,ca,us,unknown,120.0,2 minutes,4 amber lights in formation moved slowly over me silently &#44 seemed like either 2 objects or 1 big one.,10/10/2011,39.1405556,-121.6158333
10/31/2008 08:30,franklin,tn,us,triangle,120,minutes,Black triangular&#44 round or rectangular object in broad daylight or sunset.,01/10/2009,35.925,-86.8688889
4/15/2006 01:30,san antonio,tx,us,oval,5520,1 hr 32 min.,Invisable by the human eye but caught on infared film.,08/12/2008,29.4238889,-98.4933333
1/15/2002 21:00,jackson,nj,us,fireball,5,3-5 seconds,Bright white/green light flying silently across horizon,04/08/2002,39.7763889,-74.8627778
8/22/2011 14:00,highland springs,va,us,formation,240.0,4 minutes,I have never seen anything like this after years of watching planes fly near the Airport.,10/10/2011,37.5458333,-77.3280556
3/15/2009 01:30,bellevue,wa,us,other,45,45 seconds,Two slow-moving very low altitude bright white lights about 20 feet apart undergoing rigid motion make a close approach.,12/12/2009,47.6105556,-122.1994444
08/11/2012 22:00,macomb,mi,us,light,600,10 minutes,6 orange lights in formation 2 traveling bright orange lights Macomb&#44 MI,9/24/2012,42.7008333,-82.9591667
10/19/2012 19:28,lockport,il,us,oval,60,1 minute,Five UFO&#39s went past the three of us,10/30/2012,41.5894444,-88.0577778
11/20/2007 12:00,death valley,ca,,oval,120,2 minutes,An oval/disc hovered over Death Valley,11/28/2007,36.505389,-117.079408
5/18/2010 22:00,helena,mt,us,disk,120,two mins.,disk shaped object/ military choppers all around the object,06/03/2010,46.5927778,-112.0352778
04/01/1954 22:00,stanford campus,ca,,disk,600,10 minutes,Civil Defense plane spotter  reports UFO sighting at Stanford University,07/01/2002,37.427475,-122.169719
12/09/2013 18:00,mount vernon,oh,us,rectangle,600,5-10 minutes,Orange light pattern in the sky.,01/10/2014,40.3933333,-82.4858333
03/07/2003 20:15,colchester (uk/england),,gb,unknown,3,3 seconds,illuminated object very high in the atmosphere moving extremely quickly like a shooting star but in a lazy S shaped path.,3/21/2003,51.883333,0.9
05/07/2006 21:00,new washington,in,us,unknown,37800,1 1/2 hours,low blinking stars&#44 across the sky from one another. No movement&#44 no sound&#44very distinct color. ((NUFORC Note:  Possible stars.  PD)),5/15/2006,38.5630556,-85.5397222
3/25/2001 22:00,dutzow,mo,us,other,3600,at least 1 hour,Unusual movement pattern of bright light with  an aura at times.,04/01/2001,38.6055556,-90.9944444
06/01/1910 15:00,wills point,tx,us,cigar,120,2 minutes,Cigar shaped object moving from West to East,4/16/2005,32.7091667,-96.0080556
5/18/2009 19:00,phoenix,az,us,sphere,21600,6 hours,Bubble like sphere seen in Phoenix sky.  ((NUFORC Note:  Confirmed high-altitude research balloon.  PD)),06/09/2009,33.4483333,-112.0733333
5/17/2013 21:51,colorado springs,co,us,fireball,20,20 seconds,orb/fireball ufo seen white/yellow sparkling light silent,06/02/2013,38.8338889,-104.8208333
11/30/2012 23:45,harker heights,tx,us,light,600,10 minutes,Very odd blue light in the sky caught my eye.,12/20/2012,31.0833333,-97.6594444
08/12/2013 18:30,greensboro,nc,us,cylinder,1200.0,20 minutes,There was a cylinder shape object that was stationary had to be atleast 20&#44000 ft and stayed there for about 20min.Then it vanished.,8/30/2013,36.0725,-79.7922222
9/21/2011 20:15,canby,or,us,fireball,15.0,brief,large green fireball plummenting out of the sky,10/10/2011,45.2630556,-122.6913889
7/27/2011 00:20,payne springs,tx,us,flash,3,0.03,Fast flash not typical of meteor,08/07/2011,32.2780556,-96.0666667
9/14/2010 00:35,picayune,ms,us,light,3.0,3 seconds,A yellow ball of light &quot;turned on&quot; flickered then shot downward at a rapid speed for two seconds and vanished.,11/21/2010,30.5252778,-89.6794444
09/05/2007 23:55,roswell,nm,us,changing,15.0,10-15 seconds,dim lights moving in u shaped formation over Roswell,10/08/2007,33.3941667,-104.5225
10/31/2010 19:53,o&#39fallon,mo,us,changing,540,9 minutes,Bright white light seen from a distance over O&#39fallon&#44 Mo. gradually changed shapes. After slow hesitation...disappeared quickly&#33,11/21/2010,38.8105556,-90.6997222
9/17/2011 21:00,leonard,mi,us,formation,600.0,10 minutes,Formations of orange balls moving steadly from the northeast horizen to the west overhead then dissapering in the exact same spot.,10/10/2011,42.8652778,-83.1427778
07/12/2012 22:20,girard,oh,us,oval,180,3 minutes,Once in a lifetime,08/05/2012,41.1538889,-80.7016667
04/03/2010 20:15,las vegas,nv,us,light,10,10 seconds,i saw strange lights over las vegas.,05/12/2010,36.175,-115.1363889
8/17/2005 03:00,thunder bay (canada),on,ca,rectangle,30.0,30 seconds?,Rectangular&#44 grey&#44 silent object passing over Thunder Bay&#44 Ontario on August 17th.,10/11/2005,48.4,-89.233333
12/23/2002 04:00,rehoboth beach,de,us,disk,1800,30 minutes,fACING TO THE sOUTHEAST A VERY BRIGHT OBJECT HIGH IN THE SKY HOVERING OVER PROBABLY THE OCEAN AND i WATCHED IT MOVE HIGHER IN THE SKY D,12/23/2002,38.7208333,-75.0763889
11/13/2002 06:45,sparta,wi,us,egg,600,10 minutes,Egg shaped bright and blinking lights descending slowly amoung cloud&#44 then disappearing,11/16/2002,43.9441667,-90.8127778
6/30/2004 16:00,chicago,il,us,fireball,60,1 minute,fire ball moving horizontally across sky,03/04/2008,41.85,-87.65
11/23/2012 18:10,brockton,ma,us,sphere,2,few seconds,Bright white small round object..travelling very fast.,12/20/2012,42.0833333,-71.0188889
3/15/1990 22:00,los altos,ca,us,unknown,300,@ 5 minutes,a grouping of white lights surrounded by haze&#44 floodlight shining down&#44 no sound,08/05/2009,37.3852778,-122.1130556
4/16/2013 22:00,townsend,mt,us,cigar,3600,1 hour,The first strange thing I noticed was three bright white lights in a row above our Elk Horn Mountains. I looked around the sky and I no,5/15/2013,46.3191667,-111.52
12/28/2013 20:57,forest hills,pa,us,unknown,300,5 minutes,An evenly-spaced line of 3 bright fireballs traveled northwest&#44 some emitting sparkling droppings.,01/10/2014,40.4197222,-79.8502778
3/13/2005 00:05,lacey,wa,us,light,600,ten minutes,Early this Sunday&#44 at approximately 12:05am&#44 while meditating&#44 I saw a very bright object in eastern sky over Lacey&#44 Washington.  The o,4/16/2005,47.0344444,-122.8219444
10/12/2012 00:00,titusville,fl,us,fireball,30,30 second intervals,WE SAW 3 SEPARATE SIGHTINGS WITHIN 15 MINS TIME EACH TIME 3 ORANGE FLAME BALLS FLEW IN UNISON THROUGH THE NEIGHBORS TREES AT A FAST PAC,10/30/2012,28.6119444,-80.8077778
04/10/2011 23:00,stockton,ca,us,light,900,15 min.,unexplainable.,05/02/2011,37.9577778,-121.2897222
11/03/2004 19:20,girard township,pa,,rectangle,1200,20 min.,Glowing objects&#44flying in formation&#44around Lake Erie,12/03/2004,41.976236,-80.332451
4/24/2013 03:30,manchester,nj,,circle,180,3 minutes,Brilliant light in sky&#44 switched to pulsating red and blue&#44 then ascended.,5/15/2013,39.97117,-74.339282
7/13/2010 23:34,laguna niguel,ca,us,formation,10,10 seconds,Orange Orbs in Orange County,7/19/2010,33.5225,-117.7066667
10/15/2003 20:45,hamilton,oh,us,diamond,600,10 minutes,Detailed sighting in Southwest Ohio a little over an hour after the Collinsville sighting.,11/08/2003,39.3994444,-84.5613889
4/16/2012 23:00,fall river,ma,us,other,40,40 seconds,This was my very first UFO hope to see Moore.,4/18/2012,41.7013889,-71.1555556
6/15/1993 21:00,mt. isa (australia),,,unknown,30,30 sec,Driving home i saw a light hovering in the sky witch then shot off with a flash of light.,12/02/2000,-20.724705,139.497462
01/04/2014 16:35,ashburn,va,us,sphere,120,2 minutes,Highly reflective sphere hovers near chemtrail&#44 shrinks away rapidly&#44 section of chemtrail evaporates.,01/10/2014,39.0436111,-77.4877778
12/09/2000 19:30,mesa,az,us,light,900,15 minutes,Red Light  over east valley of Phoenix,12/09/2000,33.4222222,-111.8219444
11/13/2006 07:01,strasburg,nd,us,teardrop,1680,28 minutes,My wife and I were heading south out of Strasburg&#44 North Dakota scanning the morning sky for ducks and geese flying out to field feed&#44,12/07/2006,46.1336111,-100.1611111
5/16/2007 07:30,lovelock,nv,us,cigar,900,15 minutes,Yesterday a friend called to let us know he had been in SFO&#44CA and left on the 16 and tried to visit us but no answer to his call.We ch,06/12/2007,40.1794444,-118.4725
04/03/2004 23:00,thononasassa,fl,,triangle,900,15 minutes,Strange Triangles in Night Sky,4/27/2004,28.061407,-82.302313
02/04/2006 22:25,morganton,nc,us,light,30,30 sec,Bright Blue/Purple light with red center falls out of sky,2/14/2006,35.7452778,-81.685
9/13/2013 21:45,north myrtle beach,sc,us,unknown,60.0,1 minute (approx),Fiery looking object&#44 no sound&#44 moved slowly at first then more rapidly and disappeared in the clouds.,9/30/2013,33.8158333,-78.6802778
4/29/2000 22:30,ogden,ut,us,circle,240,4 min.,i seen a red ball like thing coming from south to north along the mountains.and it was moving realy fast.,05/03/2000,41.2230556,-111.9730556
6/22/2013 17:00,stead,nv,,circle,10,10 seconds,Unreal,07/03/2013,39.660829,-119.874134
1/28/2008 09:55,ft. lauderdale,fl,us,cylinder,180,3 min,On January 28&#44 2008 at approxmently 0955&#44 I was driving north on A1A from Sunrise Blvd to 2100 block of Ft Lauderdale&#44 Fla.  It is a cl,2/14/2008,26.1219444,-80.1436111
5/28/2007 00:30,chilliwack (canada),bc,ca,triangle,60,1 mins,Triangular&#44 30ft wide&#44 low floating over chilliwack city at night&#44 no lights&#44 no sound&#44 translucent white; moved circle &amp; straight,06/12/2007,49.166667,-121.95
11/07/2005 21:00,schellsburg,pa,us,oval,120,1 to 2 minutes,I was halfway across Shawnee Lake looking towards Schellsburg &#44The Mill Road area and saw this more round than oval bright light moving,12/16/2005,40.0488889,-78.6444444
8/14/2010 03:00,kennewick,wa,us,fireball,10.0,10 seconds,On the night of August 24th at 3:00 A.M. I observed to huge stationary fireballs in the sky over Kennewick&#44 WA.&#44 to the east.,8/24/2010,46.2113889,-119.1361111
7/25/1998 18:30,jefferson (near),co,us,oval,300,five minutes,Black Oval-Shaped Object Hovering Near Jefferson&#44 Colorado.,08/05/2001,39.3772222,-105.8
08/12/2007 21:45,isle of palms,sc,us,circle,4,4 seconds,roung grey object streaks across sky without lights or sound,8/14/2007,32.7866667,-79.795
3/15/1988 19:30,gallup (~10 miles west of on i-40),nm,us,cylinder,60,1 minute,Driving west on I-40 just after dark&#44 saw lights strobing over median of hwy. Thought it might be a helicopter&#44 but there was no noise,2/24/2001,35.5280556,-108.7419444
8/28/2010 22:00,mason,oh,us,disk,1800.0,30min,i was looking up at the sky for the international space staion.. and had seen this bright light from the east.. adn it was a constant l,8/30/2010,39.36,-84.31
9/22/1998 23:55,ladson,sc,us,sphere,0.5,0.5 seconds,At approx. 23:55 EST 09/22/98 what is best described as a small orb or disc passed at high rate of speed directly above witness and was,11/01/1998,32.9855556,-80.11
3/18/1995 21:49,bakersfield,ca,us,,30,30 sec.,Man sees light in sky w/ binocs.  Obj. moved across sky rapidly&#44 stopped&#44 reversed dir.&#44 descended. Streaked.,11/02/1999,35.3733333,-119.0177778
08/11/1968 20:20,niantic,ct,us,disk,5,about 5 secs.,Right after sunset I had seen a black disk against a dark blue sky with still a bit of twilight.,7/16/2003,41.3252778,-72.1936111
11/07/2008 23:30,arcadia,ca,us,sphere,1800,30 mins,A bright sphere rapidly changing color - blue&#44 green and red&#44 in one spot.  ((NUFORC Note:  Sighting of Sirius.  PD)),01/10/2009,34.1397222,-118.0344444
8/22/1999 23:30,portland (@ the holiday inn),me,us,triangle,300.0,5min,bright orange not to high up but move way to fast to not make any sounds&#44sharp turns at high speeds in and out of formation&#44dropped and,3/16/2000,43.6613889,-70.2558333
11/24/2004 00:00,winter garden,fl,us,changing,120,approx 2 minutes,3 purple/white objects &#44 fast no sound 1000ft &#44 against black sky around midnight electrical dist in  truck,12/03/2004,28.565,-81.5863889
10/01/1978 00:00,windsor,nc,us,cone,300,5min,saw while parking with girl friend. rising full moonin back ground. 25 ft up. f 50 yrs away over field. hovering. completly silent. one,8/28/2003,35.9983333,-76.9463889
7/22/2005 21:10,wilmington,ca,us,other,420,7 minutes,faintly red/white glowing object seen over Wilmington&#44CA,09/02/2005,33.78,-118.2616667
1/21/2010 22:45,bloomfield,nj,us,other,300,5 min,3 lights sighted not blinking&#44 moving slow&#44 duration 5 min not jet or blimp.,2/14/2010,40.8066667,-74.1858333
5/29/2002 23:59,aylmer (canada),pq,ca,sphere,600,5-10 minutes,glowing orange spheres in aylmer quebec,06/12/2002,45.4,-75.85
05/03/2007 22:30,silver creek,ga,us,light,600,10 min.,Helicopter and unidentified lights in sky,06/12/2007,34.1761111,-85.1613889
08/12/2007 05:00,baconton,ga,us,circle,1200,20 minutes,Glowing circular object dancing across a single portion of the night sky surrounded by nothing.,8/14/2007,31.3794444,-84.1611111
8/14/1968 21:00,byron,ga,us,disk,300.0,3-5 minutes,Craft sighting related to protection or surveillance of niaki missile base?,08/07/2007,32.6536111,-83.7597222
6/30/2009 21:00,cicero,il,us,oval,300,3-5 minutes,Football-shaped-lit object moving in the sky,08/05/2009,41.8455556,-87.7538889
5/13/1983 17:00,london (uk/england),,gb,disk,120,2 mins,silver disc sighted on Waterloo Bridge&#44 London&#44 England in 1983,6/20/2005,51.514125,-0.093689
8/16/2005 22:00,leander,tx,us,light,15.0,about 15 seconds,Bright light from nowhere.  ((NUFORC Note:  Possible flare from Iridium satellite.  PD)),10/11/2005,30.5786111,-97.8527778
02/02/2005 23:13,puyallup,wa,us,other,120,2 min,A RED STAR  LIKE OBJECT FROM WHICH 2-3 FIREWORK  LIKE STEAMERS FELL.,02/08/2005,47.1855556,-122.2916667
12/16/2003 11:45,riverbank,ca,us,other,10,10 seconds,Skyquake Central Valley&#44 California,12/19/2003,37.7361111,-120.9344444
6/15/1999 15:00,noblesville,in,us,circle,120,2 min.,DRIVING SOUTH ON ST. RD&#44 213 MY FRIEND SPOTTED a BRIGHT SHINNING METALIC CIRCULAR OBJECT &#44SHE ASKED IF I HAD SEEN IT . I SAID NO THEN A,2/16/2000,40.0455556,-86.0086111
9/17/2006 19:13,boksburg (south africa),,,light,240.0,4 minutes,Two lights diagonal from each other traveling across the night sky,10/30/2006,-26.2125,28.2625
